,PLAYER_ID,MIN,FG_PCT,FG3_PCT,FTM,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,SEASON,ROOKIE,ALL_ROOKIE_TEAM_NUMBER
2543,1110,16.625196078431372,0.4237450980392157,0.0,1.156862745098039,0.3464117647058823,1.5490196078431373,2.607843137254902,4.15686274509804,0.5098039215686274,0.9215686274509804,0.3529411764705882,0.6666666666666666,1.7058823529411764,6.803921568627451,-0.1176470588235294,1997-98,0.0,
2617,1429,10.066666666666666,0.5,0.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,1997-98,0.0,
2605,1425,11.643,0.404276923076923,0.0,1.015384615384615,0.3583384615384615,0.7538461538461538,1.523076923076923,2.276923076923077,0.2153846153846154,0.7692307692307693,0.2923076923076923,0.5846153846153846,1.8307692307692307,4.584615384615384,0.9692307692307692,1997-98,0.0,
2602,1380,13.72472222222222,0.475,0.1166666666666666,1.3333333333333333,0.1333333333333333,0.6666666666666666,0.5,1.1666666666666667,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,5.666666666666667,-4.333333333333333,1997-98,0.0,
2600,1365,8.925,0.25,0.0,0.25,0.0625,0.6,0.95,1.55,0.45,0.4,0.15,0.1,1.15,1.25,-0.6,1997-98,0.0,
682,244,23.925671296296297,0.4042222222222222,0.3015972222222222,0.8055555555555556,0.2916805555555555,0.3333333333333333,1.7777777777777777,2.111111111111111,2.138888888888889,1.0138888888888888,1.1388888888888888,0.3194444444444444,1.7083333333333333,9.13888888888889,-3.4722222222222223,1997-98,0.0,
688,246,7.9321,0.36002,0.0,0.32,0.13834,0.78,1.58,2.36,0.3,0.34,0.38,0.2,1.7,1.76,-1.4,1997-98,0.0,
690,247,32.29925925925926,0.4016111111111111,0.3398194444444444,1.7638888888888888,0.5786388888888889,0.1944444444444444,1.25,1.4444444444444444,3.513888888888889,1.1666666666666667,0.6111111111111112,0.0277777777777777,1.375,13.09722222222222,0.3888888888888889,1997-98,0.0,
693,248,18.24030487804878,0.4842317073170731,0.0670731707317073,1.353658536585366,0.4440121951219512,1.7926829268292683,2.6219512195121952,4.414634146341464,1.4878048780487805,1.2682926829268293,0.7926829268292683,0.5,1.9634146341463412,7.512195121951219,-1.4878048780487805,1997-98,0.0,
2463,1037,15.31128205128205,0.3419384615384615,0.0,0.5692307692307692,0.2275538461538461,1.0923076923076922,2.953846153846154,4.046153846153846,0.5538461538461539,0.7076923076923077,0.1692307692307692,1.015384615384615,2.0,3.0,-2.1846153846153844,1997-98,0.0,
2587,1134,29.155341880341883,0.4599743589743589,0.0,3.1153846153846154,0.5865897435897436,2.551282051282051,4.589743589743589,7.141025641025641,2.243589743589744,2.641025641025641,0.782051282051282,0.717948717948718,2.9615384615384617,13.525641025641026,-1.3717948717948718,1997-98,0.0,
2581,1128,4.038461538461538,0.2115384615384615,0.0,0.6923076923076923,0.2179230769230769,0.4615384615384615,0.4615384615384615,0.9230769230769232,0.2307692307692307,0.4615384615384615,0.2307692307692307,0.0769230769230769,1.0,1.9230769230769231,-1.0,1997-98,0.0,
2579,1126,5.016666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,-5.0,1997-98,0.0,
702,251,28.099907407407407,0.3743888888888889,0.2538055555555555,1.5555555555555556,0.46375,0.4444444444444444,3.0,3.4444444444444446,1.7222222222222223,1.5833333333333333,0.6666666666666666,0.3888888888888889,2.555555555555556,9.27777777777778,1.3055555555555556,1997-98,0.0,
1393,685,21.5492194092827,0.4920759493670886,0.0,1.3924050632911391,0.4141139240506329,1.7721518987341771,3.759493670886076,5.531645569620253,0.6708860759493671,0.8354430379746836,0.4556962025316455,1.0886075949367089,3.0,7.063291139240507,-0.3291139240506329,1997-98,0.0,
707,252,37.430679012345685,0.5390987654320988,0.0246913580246913,7.753086419753086,0.7553703703703704,2.333333333333333,7.962962962962963,10.296296296296296,3.9012345679012346,3.049382716049383,1.1851851851851851,0.8641975308641975,2.925925925925926,27.03703703703704,7.222222222222222,1997-98,0.0,
2566,1114,27.1485162601626,0.3888536585365854,0.3334634146341463,1.146341463414634,0.4150365853658537,0.6707317073170732,1.8902439024390243,2.5609756097560976,1.902439024390244,1.2682926829268293,0.7317073170731707,0.0975609756097561,2.707317073170732,8.804878048780488,4.170731707317073,1997-98,0.0,
2550,1112,16.791616915422885,0.4221940298507463,0.0,0.5223880597014925,0.1902985074626865,1.671641791044776,3.164179104477612,4.835820895522388,0.2686567164179104,0.417910447761194,0.9104477611940298,1.0746268656716418,1.7313432835820894,3.0597014925373136,2.194029850746269,1997-98,0.0,
715,255,40.702345679012346,0.4476913580246913,0.0308641975308641,5.91358024691358,0.7265802469135803,1.148148148148148,6.54320987654321,7.691358024691358,6.802469135802469,3.5185185185185186,1.7654320987654322,0.654320987654321,2.419753086419753,21.135802469135804,2.6666666666666665,1997-98,0.0,
2584,1133,12.500790960451976,0.3913728813559322,0.0338983050847457,0.7288135593220338,0.2980169491525423,0.4576271186440678,1.0677966101694916,1.5254237288135593,1.6610169491525424,1.1864406779661016,0.559322033898305,0.1186440677966101,1.694915254237288,3.23728813559322,0.0508474576271186,1997-98,1.0,
2460,1036,5.837222222222222,0.1904761904761904,0.0,0.7142857142857143,0.2579523809523809,0.0476190476190476,0.2857142857142857,0.3333333333333333,0.7619047619047619,0.3809523809523809,0.1904761904761904,0.0,0.5238095238095238,1.1904761904761905,-0.4285714285714285,1997-98,0.0,
2456,1035,4.564430894308943,0.2296829268292682,0.0,0.2926829268292683,0.1646341463414634,0.4878048780487805,0.951219512195122,1.4390243902439024,0.1951219512195122,0.2439024390243902,0.1463414634146341,0.1951219512195122,1.0975609756097562,1.0731707317073171,0.1951219512195122,1997-98,0.0,
2448,1032,8.935375586854459,0.3899154929577464,0.0,0.4929577464788732,0.1807464788732394,1.0140845070422535,0.8309859154929577,1.8450704225352117,0.2253521126760563,0.5211267605633803,0.2957746478873239,0.352112676056338,1.6619718309859155,2.0422535211267605,0.2253521126760563,1997-98,0.0,
2370,988,6.919583333333333,0.1875,0.0,0.3333333333333333,0.1458333333333333,0.0833333333333333,0.4166666666666667,0.5,0.4166666666666667,0.5,0.5833333333333334,0.1666666666666666,0.5,0.8333333333333334,-1.25,1997-98,0.0,
2356,982,14.738252032520323,0.3548536585365853,0.174390243902439,1.2439024390243902,0.3278536585365854,1.1219512195121952,1.6585365853658536,2.7804878048780486,0.7317073170731707,0.7073170731707317,0.7073170731707317,0.3414634146341463,2.341463414634146,5.682926829268292,-0.5121951219512195,1997-98,0.0,
836,297,33.436494252873565,0.5438620689655173,0.0,5.327586206896552,0.6366724137931035,3.3448275862068964,6.293103448275862,9.637931034482758,0.896551724137931,3.086206896551724,0.6896551724137931,2.2413793103448274,3.586206896551724,19.25862068965517,7.362068965517241,1997-98,0.0,
2341,980,28.978699186991868,0.5155243902439025,0.0121951219512195,2.804878048780488,0.5967073170731707,3.402439024390244,5.414634146341464,8.817073170731707,0.8658536585365854,1.7926829268292683,0.6341463414634146,1.646341463414634,3.5121951219512195,13.890243902439025,2.573170731707317,1997-98,1.0,1.0
2324,979,13.459944444444444,0.4122833333333334,0.0,0.75,0.2069666666666666,1.3333333333333333,2.0166666666666666,3.35,0.2833333333333333,0.9166666666666666,0.25,0.9666666666666668,1.6833333333333331,4.483333333333333,0.2166666666666666,1997-98,0.0,
847,299,40.941517857142856,0.4723571428571428,0.2157857142857142,3.8392857142857135,0.7370535714285714,1.4642857142857142,4.017857142857143,5.482142857142857,2.821428571428572,3.571428571428572,1.2321428571428572,0.6071428571428571,2.9285714285714284,23.357142857142858,0.9642857142857144,1997-98,0.0,
2291,977,26.05337552742616,0.410873417721519,0.3144936708860759,4.594936708860759,0.7004810126582278,1.0,2.0632911392405062,3.0632911392405062,2.518987341772152,1.9873417721518989,0.9367088607594936,0.5063291139240507,2.278481012658228,15.443037974683543,3.329113924050633,1997-98,0.0,
856,302,38.536428571428566,0.3832571428571428,0.2542,1.3571428571428572,0.4461857142857143,1.1571428571428573,3.7142857142857135,4.871428571428571,6.7,2.5142857142857142,2.585714285714286,0.3,1.7428571428571429,13.157142857142857,5.928571428571429,1997-98,0.0,
828,296,33.03577235772358,0.4499999999999999,0.2458292682926829,2.0853658536585367,0.510609756097561,0.951219512195122,3.414634146341464,4.365853658536586,3.365853658536585,2.451219512195122,1.2195121951219512,0.5853658536585366,3.768292682926829,11.98780487804878,4.658536585365853,1997-98,0.0,
2276,971,15.34392361111111,0.375,0.0,0.9791666666666666,0.3854166666666667,0.6875,2.2916666666666665,2.9791666666666665,0.8541666666666666,0.6458333333333334,0.5416666666666666,0.1875,1.25,3.395833333333333,-2.25,1997-98,0.0,
2264,970,15.616149425287356,0.4580172413793104,0.0,1.5862068965517242,0.4427241379310345,1.2586206896551724,2.310344827586207,3.5689655172413794,0.4137931034482758,0.8103448275862069,0.1724137931034483,0.4655172413793103,1.9310344827586208,6.0344827586206895,-1.9310344827586208,1997-98,0.0,
2257,969,20.28981981981982,0.3937297297297297,0.0891756756756756,1.0945945945945943,0.3797297297297297,1.972972972972973,2.95945945945946,4.9324324324324325,1.4054054054054057,1.1756756756756757,0.7297297297297297,1.108108108108108,3.418918918918919,6.513513513513513,-1.864864864864865,1997-98,0.0,
871,310,14.347213114754098,0.344655737704918,0.0382459016393442,0.9672131147540984,0.3456065573770492,0.1967213114754098,0.8852459016393442,1.0819672131147542,2.901639344262295,1.4098360655737705,0.3770491803278688,0.0,1.2950819672131149,4.098360655737705,-2.2131147540983607,1997-98,0.0,
874,317,26.703109756097565,0.3748414634146341,0.3137926829268292,2.256097560975609,0.5464390243902439,0.5853658536585366,2.2195121951219514,2.804878048780488,2.6707317073170733,1.7317073170731707,0.951219512195122,0.0609756097560975,2.5,12.914634146341465,1.1097560975609757,1997-98,0.0,
2255,968,8.894017094017094,0.3651538461538461,0.0,0.9743589743589745,0.2986923076923077,0.6923076923076923,1.871794871794872,2.5641025641025643,0.5384615384615384,1.1794871794871795,0.1794871794871795,0.4358974358974359,1.6153846153846154,3.692307692307693,-1.051282051282051,1997-98,0.0,
2252,967,12.410717592592594,0.2791527777777778,0.1518333333333333,0.6388888888888888,0.285875,0.6805555555555556,1.2222222222222223,1.9027777777777777,0.7638888888888888,0.5277777777777778,0.4027777777777778,0.1805555555555555,1.4027777777777777,4.458333333333333,-0.5138888888888888,1997-98,0.0,
882,323,18.53489316239316,0.4184615384615385,0.0192307692307692,0.8589743589743589,0.317525641025641,1.0897435897435896,2.41025641025641,3.5,0.6538461538461539,0.8717948717948718,0.1923076923076923,0.358974358974359,2.3974358974358974,5.653846153846154,1.2435897435897436,1997-98,0.0,
2243,966,16.919696969696968,0.4235324675324675,0.0,1.4025974025974026,0.4057272727272727,2.207792207792208,2.7142857142857144,4.922077922077922,0.6233766233766234,0.7792207792207793,0.6623376623376623,0.1298701298701298,1.87012987012987,5.324675324675325,1.7012987012987013,1997-98,0.0,
862,304,29.034010416666668,0.543046875,0.3106875,2.984375,0.776046875,0.546875,2.046875,2.59375,8.484375,2.515625,1.390625,0.15625,2.15625,12.03125,7.78125,1997-98,0.0,
671,243,22.377057613168724,0.3119876543209877,0.0779753086419753,0.5185185185185185,0.2125185185185185,0.7160493827160493,2.135802469135802,2.851851851851852,2.1604938271604937,0.9382716049382716,1.2469135802469136,0.1604938271604938,2.0246913580246915,4.098765432098766,0.3086419753086419,1997-98,0.0,
2381,989,1.736904761904762,0.1667142857142857,0.0,0.0,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.0,0.1428571428571428,0.0,0.4285714285714285,0.5714285714285714,-0.7142857142857143,1997-98,0.0,
818,289,13.020198412698411,0.357,0.1682380952380952,1.238095238095238,0.4416666666666667,0.5952380952380952,1.1904761904761905,1.7857142857142858,0.3809523809523809,0.6904761904761905,0.4047619047619047,0.0,1.0238095238095235,5.190476190476191,0.6904761904761905,1997-98,1.0,
773,278,20.36643192488263,0.3765211267605634,0.0070422535211267,1.323943661971831,0.4108028169014084,1.4647887323943662,1.8450704225352117,3.309859154929577,1.2394366197183098,1.1408450704225352,0.8028169014084507,0.4507042253521127,2.028169014084507,5.676056338028169,-0.6056338028169014,1997-98,0.0,
2445,1024,5.230208333333334,0.360375,0.125,0.875,0.375,0.5,1.75,2.25,0.125,1.125,0.125,0.375,1.75,3.0,2.125,1997-98,0.0,
2439,1023,13.26548148148148,0.3654666666666667,0.2896222222222222,0.6888888888888889,0.2981555555555555,0.2222222222222222,0.8222222222222222,1.0444444444444445,1.3111111111111111,1.1555555555555554,0.3777777777777777,0.0666666666666666,1.2222222222222223,4.088888888888889,-0.3555555555555555,1997-98,0.0,
2436,1006,6.4601234567901225,0.2339629629629629,0.0,0.037037037037037,0.0185185185185185,0.2222222222222222,0.8518518518518519,1.0740740740740742,0.1481481481481481,0.1851851851851851,0.2222222222222222,0.3333333333333333,1.2592592592592593,1.3703703703703705,-1.0740740740740742,1997-98,0.0,
783,279,5.231388888888889,0.2916666666666667,0.0,0.0416666666666666,0.0208333333333333,0.5,0.5,1.0,0.2083333333333333,0.1666666666666666,0.0416666666666666,0.25,0.9166666666666666,0.625,-0.5416666666666666,1997-98,0.0,
785,280,11.930049019607845,0.3482058823529412,0.0,0.6470588235294118,0.2433823529411765,1.3676470588235294,1.9558823529411764,3.323529411764706,0.25,0.7205882352941176,0.3382352941176471,0.5441176470588235,2.573529411764706,2.3823529411764706,-2.5294117647058822,1997-98,0.0,
2429,1005,24.942175141242934,0.3556610169491526,0.2972033898305085,1.8305084745762712,0.4809152542372881,0.847457627118644,2.542372881355932,3.389830508474576,2.067796610169492,1.5593220338983051,1.0,0.5932203389830508,2.7288135593220337,10.305084745762713,-3.6271186440677967,1997-98,0.0,
791,281,13.757327586206896,0.3968275862068965,0.0,0.8793103448275862,0.3879310344827586,1.5,2.1379310344827585,3.6379310344827593,0.5,0.5172413793103449,0.293103448275862,0.3620689655172414,2.2758620689655173,4.086206896551724,-1.293103448275862,1997-98,0.0,
821,292,6.173873873873874,0.3414594594594595,0.0,0.5675675675675675,0.1891891891891892,0.8108108108108109,1.0810810810810811,1.891891891891892,0.081081081081081,0.3783783783783784,0.4054054054054054,0.081081081081081,1.108108108108108,2.135135135135135,-0.3243243243243243,1997-98,0.0,
2425,1003,9.480987654320987,0.353074074074074,0.2328148148148148,0.4074074074074074,0.1944444444444444,0.1851851851851851,1.1111111111111112,1.2962962962962965,1.8148148148148149,1.1111111111111112,0.3703703703703703,0.037037037037037,1.037037037037037,2.074074074074074,2.4814814814814814,1997-98,1.0,
2414,1000,19.52502032520325,0.5377926829268292,0.0609756097560975,1.6585365853658536,0.5186829268292682,1.048780487804878,1.7195121951219512,2.768292682926829,1.0853658536585369,1.1097560975609757,0.8048780487804879,0.2195121951219512,1.7682926829268293,8.304878048780488,1.1829268292682926,1997-98,0.0,
2412,999,3.7375641025641024,0.1537692307692307,0.0,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.7692307692307693,1.0769230769230769,0.2307692307692307,0.2307692307692307,0.1538461538461538,0.0,0.5384615384615384,1.3846153846153846,0.3846153846153846,1997-98,1.0,
800,283,35.271220657277,0.3659014084507042,0.278830985915493,2.0422535211267605,0.4726056338028169,0.8591549295774648,2.619718309859155,3.4788732394366195,3.1549295774647885,1.5492957746478873,1.732394366197183,0.1408450704225352,2.4507042253521125,12.140845070422536,-0.1549295774647887,1997-98,0.0,
2406,998,6.785714285714286,0.2112857142857143,0.0357142857142857,0.3571428571428571,0.1012142857142857,0.3214285714285714,0.6071428571428571,0.9285714285714286,0.25,0.3571428571428571,0.1071428571428571,0.2142857142857142,1.2857142857142858,1.3928571428571428,-0.5357142857142857,1997-98,1.0,
2405,997,11.917619047619048,0.3442857142857143,0.2920285714285714,0.2285714285714285,0.0838,0.2571428571428571,1.0571428571428572,1.3142857142857145,1.1142857142857143,0.9428571428571428,0.5428571428571428,0.1142857142857142,1.4285714285714286,4.628571428571429,-1.7428571428571429,1997-98,0.0,
2400,994,10.041888888888888,0.2990666666666666,0.0426,0.4444444444444444,0.1907333333333333,1.0,1.7555555555555555,2.7555555555555555,0.3555555555555555,0.4666666666666667,0.5555555555555556,0.3777777777777777,1.488888888888889,2.2666666666666666,0.0444444444444444,1997-98,0.0,
2385,990,8.13993710691824,0.3134905660377358,0.0188679245283018,0.7358490566037735,0.2383584905660377,0.7547169811320755,0.9433962264150944,1.69811320754717,0.3584905660377358,0.8301886792452831,0.3962264150943396,0.1320754716981132,1.490566037735849,2.981132075471698,-1.2641509433962264,1997-98,0.0,
815,288,25.800914634146334,0.4376951219512195,0.0,3.256097560975609,0.6306829268292683,1.7804878048780488,3.573170731707317,5.353658536585366,1.2682926829268293,1.804878048780488,0.7926829268292683,0.4512195121951219,2.158536585365854,11.231707317073171,-1.7926829268292683,1997-98,0.0,
2424,1002,11.0552688172043,0.2446451612903226,0.0924838709677419,0.4516129032258064,0.1457419354838709,0.3064516129032258,0.7741935483870968,1.0806451612903225,1.1935483870967742,0.6774193548387096,0.5967741935483871,0.1935483870967742,1.532258064516129,2.4516129032258065,0.9193548387096774,1997-98,0.0,
889,324,31.428947368421053,0.4493421052631579,0.3729736842105263,0.9473684210526316,0.3487105263157894,0.9736842105263158,2.263157894736842,3.236842105263158,3.6052631578947367,1.3421052631578947,1.605263157894737,0.1578947368421052,2.5526315789473686,12.342105263157896,0.1842105263157894,1997-98,0.0,
668,240,5.5842777777777775,0.2166333333333333,0.1722,0.1333333333333333,0.0833333333333333,0.0333333333333333,0.4666666666666667,0.5,0.9,0.5333333333333333,0.3333333333333333,0.0333333333333333,0.7333333333333333,1.9666666666666663,-0.9333333333333332,1997-98,0.0,
2634,1472,9.738333333333332,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,6.0,-2.0,1997-98,0.0,
2918,1529,7.453777777777778,0.3722,0.0,1.0666666666666669,0.3388666666666667,0.6,1.4666666666666666,2.066666666666667,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.1333333333333333,0.8666666666666667,2.6666666666666665,1.6666666666666667,1997-98,1.0,
2917,1528,9.96239316239316,0.3108205128205128,0.0128205128205128,0.7948717948717948,0.2863333333333333,0.5641025641025641,1.1794871794871795,1.7435897435897436,0.8717948717948718,0.7948717948717948,0.3846153846153846,0.1025641025641025,1.0256410256410255,3.282051282051282,-2.435897435897436,1997-98,1.0,
2915,1527,4.877121212121212,0.4505151515151515,0.0757575757575757,0.3333333333333333,0.1666666666666666,0.303030303030303,0.4545454545454545,0.7575757575757576,0.3636363636363636,0.6363636363636364,0.303030303030303,0.0,0.5151515151515151,2.787878787878788,0.7272727272727273,1997-98,1.0,
2913,1526,3.821481481481481,0.4074444444444444,0.0,0.8888888888888888,0.5,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.3333333333333333,2.6666666666666665,-3.4444444444444446,1997-98,1.0,
2911,1525,7.773222222222222,0.3238,0.0,0.4,0.2,0.4666666666666667,0.6333333333333333,1.1,0.5666666666666667,0.3,0.3,0.0333333333333333,0.5,2.1333333333333333,0.5333333333333333,1997-98,1.0,
504,187,16.013986486486484,0.4248513513513513,0.0,0.9054054054054054,0.3288378378378378,1.3108108108108107,2.5135135135135136,3.824324324324324,0.6351351351351351,0.6891891891891891,0.5135135135135135,0.1351351351351351,2.445945945945946,6.3108108108108105,0.054054054054054,1997-98,0.0,
2909,1522,2.8494444444444444,0.1666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.5,0.0,0.0,0.5,1.6666666666666667,-0.6666666666666666,1997-98,1.0,
508,190,9.833153153153154,0.3386486486486486,0.0,0.4054054054054054,0.1621621621621621,0.7837837837837838,1.891891891891892,2.675675675675676,0.1351351351351351,0.4864864864864865,0.1891891891891892,0.7297297297297297,1.972972972972973,2.4054054054054053,-0.8918918918918919,1997-98,0.0,
513,192,28.20465020576132,0.3628148148148148,0.2932592592592593,1.2962962962962965,0.4252592592592592,0.5802469135802469,2.469135802469136,3.049382716049383,1.876543209876543,1.2839506172839503,0.654320987654321,0.4814814814814814,1.876543209876543,10.962962962962964,-1.7901234567901234,1997-98,0.0,
2897,1521,9.294,0.2813333333333333,0.0370444444444444,1.0666666666666669,0.4007555555555555,0.0888888888888888,0.7555555555555555,0.8444444444444444,1.8666666666666667,1.2444444444444445,0.2,0.0222222222222222,1.4,3.088888888888889,0.6444444444444445,1997-98,1.0,
517,193,38.85728395061729,0.4917283950617284,0.0,3.2222222222222223,0.5867037037037037,2.185185185185185,8.012345679012345,10.197530864197532,4.222222222222222,1.8024691358024687,0.8395061728395061,0.2222222222222222,2.246913580246914,12.82716049382716,1.9135802469135803,1997-98,0.0,
2892,1520,8.597156862745098,0.3284117647058823,0.1519705882352941,0.1764705882352941,0.0617647058823529,0.3823529411764705,0.4117647058823529,0.7941176470588235,0.6176470588235294,0.7941176470588235,0.3529411764705882,0.1764705882352941,0.7058823529411765,3.5,-1.0588235294117647,1997-98,1.0,
522,194,8.202283950617284,0.3327037037037037,0.1111111111111111,0.2962962962962963,0.1388888888888889,0.3333333333333333,0.6296296296296297,0.9629629629629628,0.4074074074074074,0.2962962962962963,0.2222222222222222,0.074074074074074,0.925925925925926,2.7777777777777777,-1.0740740740740742,1997-98,1.0,
524,195,23.220042194092827,0.353759493670886,0.2829113924050633,0.4810126582278481,0.2194177215189873,0.240506329113924,1.2025316455696202,1.4430379746835442,4.417721518987341,1.4303797468354431,0.8227848101265823,0.1265822784810126,2.075949367088608,4.594936708860759,-0.9873417721518988,1997-98,0.0,
527,197,13.689249999999998,0.378775,0.205175,0.5875,0.2479124999999999,1.0,1.475,2.475,0.8125,0.625,0.8,0.4625,1.6375,5.2,1.775,1997-98,0.0,
