,PLAYER_ID,MIN,FG_PCT,FG3_PCT,FTM,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS
0,1075,4.283333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,-6.0
1,1061,5.5911904761904765,0.4642857142857143,0.0,0.0,0.0,0.5714285714285714,0.8571428571428571,1.4285714285714286,0.1428571428571428,0.0,0.2857142857142857,0.0,1.4285714285714286,1.1428571428571428,2.142857142857143
2,1055,4.3758333333333335,0.125,0.0,0.25,0.125,0.25,0.75,1.0,0.25,0.5,0.25,0.5,1.0,0.75,-4.25
3,1108,6.245864197530864,0.2203333333333333,0.0555555555555555,1.148148148148148,0.4629629629629629,0.5925925925925926,0.5925925925925926,1.1851851851851851,0.1851851851851851,0.3333333333333333,0.3703703703703703,0.1481481481481481,0.8518518518518519,2.4814814814814814,-0.6296296296296297
4,1133,12.500790960451976,0.3913728813559322,0.0338983050847457,0.7288135593220338,0.2980169491525423,0.4576271186440678,1.0677966101694916,1.5254237288135593,1.6610169491525424,1.1864406779661016,0.559322033898305,0.1186440677966101,1.694915254237288,3.23728813559322,0.0508474576271186
5,980,28.978699186991868,0.5155243902439025,0.0121951219512195,2.804878048780488,0.5967073170731707,3.402439024390244,5.414634146341464,8.817073170731707,0.8658536585365854,1.7926829268292683,0.6341463414634146,1.646341463414634,3.5121951219512195,13.890243902439025,2.573170731707317
6,289,13.020198412698411,0.357,0.1682380952380952,1.238095238095238,0.4416666666666667,0.5952380952380952,1.1904761904761905,1.7857142857142858,0.3809523809523809,0.6904761904761905,0.4047619047619047,0.0,1.0238095238095235,5.190476190476191,0.6904761904761905
7,1003,9.480987654320987,0.353074074074074,0.2328148148148148,0.4074074074074074,0.1944444444444444,0.1851851851851851,1.1111111111111112,1.2962962962962965,1.8148148148148149,1.1111111111111112,0.3703703703703703,0.037037037037037,1.037037037037037,2.074074074074074,2.4814814814814814
8,999,3.7375641025641024,0.1537692307692307,0.0,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.7692307692307693,1.0769230769230769,0.2307692307692307,0.2307692307692307,0.1538461538461538,0.0,0.5384615384615384,1.3846153846153846,0.3846153846153846
9,998,6.785714285714286,0.2112857142857143,0.0357142857142857,0.3571428571428571,0.1012142857142857,0.3214285714285714,0.6071428571428571,0.9285714285714286,0.25,0.3571428571428571,0.1071428571428571,0.2142857142857142,1.2857142857142858,1.3928571428571428,-0.5357142857142857
10,1529,7.453777777777778,0.3722,0.0,1.0666666666666669,0.3388666666666667,0.6,1.4666666666666666,2.066666666666667,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.1333333333333333,0.8666666666666667,2.6666666666666665,1.6666666666666667
11,1528,9.96239316239316,0.3108205128205128,0.0128205128205128,0.7948717948717948,0.2863333333333333,0.5641025641025641,1.1794871794871795,1.7435897435897436,0.8717948717948718,0.7948717948717948,0.3846153846153846,0.1025641025641025,1.0256410256410255,3.282051282051282,-2.435897435897436
12,1527,4.877121212121212,0.4505151515151515,0.0757575757575757,0.3333333333333333,0.1666666666666666,0.303030303030303,0.4545454545454545,0.7575757575757576,0.3636363636363636,0.6363636363636364,0.303030303030303,0.0,0.5151515151515151,2.787878787878788,0.7272727272727273
13,1526,3.821481481481481,0.4074444444444444,0.0,0.8888888888888888,0.5,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.3333333333333333,2.6666666666666665,-3.4444444444444446
14,1525,7.773222222222222,0.3238,0.0,0.4,0.2,0.4666666666666667,0.6333333333333333,1.1,0.5666666666666667,0.3,0.3,0.0333333333333333,0.5,2.1333333333333333,0.5333333333333333
15,1522,2.8494444444444444,0.1666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.5,0.0,0.0,0.5,1.6666666666666667,-0.6666666666666666
16,1521,9.294,0.2813333333333333,0.0370444444444444,1.0666666666666669,0.4007555555555555,0.0888888888888888,0.7555555555555555,0.8444444444444444,1.8666666666666667,1.2444444444444445,0.2,0.0222222222222222,1.4,3.088888888888889,0.6444444444444445
17,1520,8.597156862745098,0.3284117647058823,0.1519705882352941,0.1764705882352941,0.0617647058823529,0.3823529411764705,0.4117647058823529,0.7941176470588235,0.6176470588235294,0.7941176470588235,0.3529411764705882,0.1764705882352941,0.7058823529411765,3.5,-1.0588235294117647
18,194,8.202283950617284,0.3327037037037037,0.1111111111111111,0.2962962962962963,0.1388888888888889,0.3333333333333333,0.6296296296296297,0.9629629629629628,0.4074074074074074,0.2962962962962963,0.2222222222222222,0.074074074074074,0.925925925925926,2.7777777777777777,-1.0740740740740742
19,1519,9.878456790123456,0.3519074074074074,0.0,0.7592592592592593,0.2993888888888889,0.8888888888888888,1.0740740740740742,1.962962962962963,0.3148148148148148,0.8518518518518519,0.4074074074074074,0.2222222222222222,1.7962962962962965,2.7962962962962963,0.0185185185185185
20,1530,4.401231884057971,0.247695652173913,0.1594347826086956,0.3478260869565217,0.1666521739130435,0.3043478260869565,0.3043478260869565,0.6086956521739131,0.1304347826086956,0.3478260869565217,0.2608695652173913,0.1304347826086956,0.5217391304347826,2.565217391304348,-0.6086956521739131
21,1545,4.339705882352941,0.1785,0.0838235294117647,0.2647058823529412,0.1323529411764706,0.088235294117647,0.2352941176470588,0.3235294117647059,0.7352941176470589,0.2647058823529412,0.1764705882352941,0.0294117647058823,0.3529411764705882,1.6764705882352942,-0.088235294117647
